Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
COc1cccc(c1)-c1noc(n1)-c1cnc(Oc2ccc3cc(C(=O)N4CCN(Cc5ccc(OCC(F)(F)F)cc5)CC4)n(C)c3c2)cn1	Signal transducer and activator of transcription 3	20	"3CWG,6NJS,6NUQ,6TLC"
CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	20	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	22	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c1ncc(F)cn1	Signal transducer and activator of transcription 3	23	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(cc2)-c2noc(n2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	28	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(Br)cc3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	28	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1nnc(NC(=O)N2CCC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	Signal transducer and activator of transcription 3	28	"6TLC,6NUQ,6NJS,3CWG"
CCOc1cccc(Nc2cc(NC)n3ncc(C(=O)N[C@@H]4CCN(C)C4=O)c3n2)n1	Signal transducer and activator of transcription 3	29	"6TLC,6NUQ,6NJS,3CWG"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2cc3ccc(Oc4cnc(cn4)-c4nc(no4)-c4ccc(cc4)C(F)(F)F)cc3[nH]2)cc1	Signal transducer and activator of transcription 3	31	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2cc(ccn2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	32	"3CWG,6NJS,6NUQ,6TLC"
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	33	"3CWG,6NJS,6NUQ,6TLC"
CCCC[C@H](NC(=O)COCCOCCOCCNC(=O)c1cccc(c1)S(=O)(=O)Nc1cc2n(C)c(=O)n(C)c2cc1Oc1cccc(OCCC)c1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C	Signal transducer and activator of transcription 3	35	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(Cl)cc3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	36	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	37	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3cccc(F)c3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	38	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC3CCC(C2)N3CCC#N)sn1	Signal transducer and activator of transcription 3	38	"6TLC,6NUQ,6NJS,3CWG"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(OC(F)(F)F)cc3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	39	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)c1ccc(cc1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(Br)cc2)CC1	Signal transducer and activator of transcription 3	40	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc(ccc1C(F)(F)F)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	40	"3CWG,6NJS,6NUQ,6TLC"
COCCn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	40	"3CWG,6NJS,6NUQ,6TLC"
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	40	"3CWG,6NJS,6NUQ,6TLC"
CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	44	"3CWG,6NJS,6NUQ,6TLC"
COc1ccccc1-c1noc(n1)-c1cnc(Oc2ccc3cc(C(=O)N4CCN(Cc5ccc(OCC(F)(F)F)cc5)CC4)n(C)c3c2)cn1	Signal transducer and activator of transcription 3	46	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2cccc(c2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	52	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2cnc(cn2)-c2noc(n2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	58	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(OC(F)(F)F)cc2)cc1	Signal transducer and activator of transcription 3	60	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)Oc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	64	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CN2CCN(CC2)C(=O)c2cc3ccc(Oc4cnc(cn4)-c4nc(no4)-c4ccc(cc4)C(F)(F)F)cc3n2C)cc1	Signal transducer and activator of transcription 3	64	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CCC(CC#N)CC2)sn1	Signal transducer and activator of transcription 3	65	"6TLC,6NUQ,6NJS,3CWG"
CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1CCN(C)C1=O	Signal transducer and activator of transcription 3	65	"6TLC,6NUQ,6NJS,3CWG"
CN1CCN(CC1)c1ccc(Nc2ncc(C)c(n2)-c2cnn(CCC#N)c2)cc1	Signal transducer and activator of transcription 3	66	"6TLC,6NUQ,6NJS,3CWG"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccc(OC)cc4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	67	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	68	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(N)=O)[C@@H](C)OCc1ccccc1	Signal transducer and activator of transcription 3	69	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCCOCc1ccccc1	Signal transducer and activator of transcription 3	69	"3CWG,6NJS,6NUQ,6TLC"
Cc1cnc(Nc2cnn(C)c2)nc1N1CC2CCCC(C1)N2CCC#N	Signal transducer and activator of transcription 3	69	"6TLC,6NUQ,6NJS,3CWG"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(cc2)C(F)(F)F)CC1	Signal transducer and activator of transcription 3	72	"3CWG,6NJS,6NUQ,6TLC"
C[C@H]1CN(CCN1CC#N)c1nc(Nc2cc(C)ns2)ncc1C	Signal transducer and activator of transcription 3	73	"6TLC,6NUQ,6NJS,3CWG"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(cn2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	76	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	76	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c1ncc(F)cn1	Signal transducer and activator of transcription 3	80	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC(O)(C2)C2CC2)sn1	Signal transducer and activator of transcription 3	83	"6TLC,6NUQ,6NJS,3CWG"
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	84	"3CWG,6NJS,6NUQ,6TLC"
CC(C)(C)c1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	88	"3CWG,6NJS,6NUQ,6TLC"
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	Signal transducer and activator of transcription 3	89	"6TLC,6NUQ,6NJS,3CWG"
NC(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(N)=O	Signal transducer and activator of transcription 3	89	"6TLC,6NUQ,6NJS,3CWG"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(Br)cc2)cc1	Signal transducer and activator of transcription 3	93	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(N)=O)COCc1ccccc1	Signal transducer and activator of transcription 3	94	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(co2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	94	"3CWG,6NJS,6NUQ,6TLC"
NS(=O)(=O)c1cccc2C(=O)c3c(O)cccc3C(=O)c12	Signal transducer and activator of transcription 3	98	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)c(F)c2)CC1	Signal transducer and activator of transcription 3	101	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)-c2cnn(CCC#N)c2)sn1	Signal transducer and activator of transcription 3	103	"6TLC,6NUQ,6NJS,3CWG"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OC(C(O)=O)C(O)=O)cc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(O)=O	Signal transducer and activator of transcription 3	108	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)c1ccc(cc1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1	Signal transducer and activator of transcription 3	109	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)CCC(N)=O	Signal transducer and activator of transcription 3	110	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	113	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2cn(nn2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	113	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CCN(CC#N)CC2)sn1	Signal transducer and activator of transcription 3	115	"6TLC,6NUQ,6NJS,3CWG"
COc1ccc(cc1)[C@H](C)NC(=O)CSc1nc2ccc(NC(=O)c3ccc(OC)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	120	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC3CCC(C2)N3CC#N)sn1	Signal transducer and activator of transcription 3	121	"6TLC,6NUQ,6NJS,3CWG"
Fc1ccc(cc1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	123	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC(CC#N)(C2)N2CCCCC2)sn1	Signal transducer and activator of transcription 3	123	"6TLC,6NUQ,6NJS,3CWG"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2cccc(c2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	130	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)C=Cc1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)NCCNC(N)=O	Signal transducer and activator of transcription 3	131	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CN2CCN(CC2)C(=O)c2cc3ccc(Oc4cnc(cn4)-c4nc(no4)-c4ccc(cc4)C(F)(F)F)cc3n2C)cc1F	Signal transducer and activator of transcription 3	134	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	135	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	136	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	138	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	138	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23	Signal transducer and activator of transcription 3	141	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	148	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](C(C)C)C(N)=O	Signal transducer and activator of transcription 3	150	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4cccc(O)c4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	150	"3CWG,6NJS,6NUQ,6TLC"
CC1CN(CCN1CC#N)c1nc(Nc2cc(C)ns2)ncc1C	Signal transducer and activator of transcription 3	152	"6TLC,6NUQ,6NJS,3CWG"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	160	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	162	"3CWG,6NJS,6NUQ,6TLC"
CN1CCN(CC1)C1(CC#N)CN(C1)c1nc(Nc2cc(C)ns2)ncc1C	Signal transducer and activator of transcription 3	162	"6TLC,6NUQ,6NJS,3CWG"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(s2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	167	"3CWG,6NJS,6NUQ,6TLC"
CCn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	167	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4O)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	170	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)Oc1ccc(\C=C\C(=O)N2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	173	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@H](C)CCC(N)=O	Signal transducer and activator of transcription 3	175	"3CWG,6NJS,6NUQ,6TLC"
Fc1cccc(c1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	177	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(N)=O	Signal transducer and activator of transcription 3	180	"6TLC,6NUQ,6NJS,3CWG"
Cc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	182	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)c1cc2cc(OP(O)(O)=O)ccc2[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	186	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)c4cc5cc(OP(O)(O)=O)ccc5[nH]4)C(=O)N1c23)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	190	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC(CC#N)(C2)N2CCCC2)sn1	Signal transducer and activator of transcription 3	192	"6TLC,6NUQ,6NJS,3CWG"
NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2cccc3C=C[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	195	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)S(=O)(=O)Nc1ccccc1-c1ccc(C#N)c(F)c1	Signal transducer and activator of transcription 3	200	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccc(O)cc4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)[C@H](C)NC(=O)CSc1nc2ccc(NC(=O)c3ccc(OCC(C)C)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	200	"3CWG,6NJS,6NUQ,6TLC"
CC(CO)C1OC(=O)C=C2C11OC1CC13COC(=O)C1(C)CC(O)CC23C	Signal transducer and activator of transcription 3	200	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O	Signal transducer and activator of transcription 3	210	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccccc3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	217	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)[C@H](C)NC(=O)CSc1nc2ccc(NC(=O)c3ccc(OC(C)C)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	220	"3CWG,6NJS,6NUQ,6TLC"
Cc1cnc(Nc2cnn(C)c2)nc1-c1cnn(CCC#N)c1	Signal transducer and activator of transcription 3	228	"6TLC,6NUQ,6NJS,3CWG"
CC(C)(C)OC(=O)c1ccc(NC(=O)c2ccc(Cl)c(c2)S(N)(=O)=O)cc1	Signal transducer and activator of transcription 3	230	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O	Signal transducer and activator of transcription 3	230	"6TLC,6NUQ,6NJS,3CWG"
C[C@@H](O)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)[C@H](Cc4ccc(OP(O)(O)=O)cc4)NC(C)=O)C(=O)N1c23)C(N)=O	Signal transducer and activator of transcription 3	231	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23)C(N)=O	Signal transducer and activator of transcription 3	233	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)[C@H](C)NC(=O)CSc1nc2ccc(NC(=O)c3ccc(OCCN4CCOCC4)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	240	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O	Signal transducer and activator of transcription 3	250	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N\O)c1ccc(NC(=O)CSc2nnc(-c3cc(nc4ccccc34)-c3ccc(Cl)cc3)n2CC=C)cc1	Signal transducer and activator of transcription 3	250	"3CWG,6NJS,6NUQ,6TLC"
C[C@H]1C[C@H]2CC[C@H]3OC(=O)C(=C1)[C@@]23O	Signal transducer and activator of transcription 3	250	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC(C2)C2CC2)sn1	Signal transducer and activator of transcription 3	251	"6TLC,6NUQ,6NJS,3CWG"
Cc1cc(Nc2ncc(Cl)c(n2)-c2cnn(CCC#N)c2)sn1	Signal transducer and activator of transcription 3	257	"6TLC,6NUQ,6NJS,3CWG"
Cc1ccc(cc1)-c1noc(n1)-c1ccc(cn1)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	258	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC(CC#N)C2)sn1	Signal transducer and activator of transcription 3	259	"6TLC,6NUQ,6NJS,3CWG"
COCCOc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccc(OC)cc4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	260	"3CWG,6NJS,6NUQ,6TLC"
Cc1cnc(Nc2ccc(cc2)N2CCOCC2)nc1-c1cnn(CCC#N)c1	Signal transducer and activator of transcription 3	260	"6TLC,6NUQ,6NJS,3CWG"
CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23	Signal transducer and activator of transcription 3	269	"3CWG,6NJS,6NUQ,6TLC"
CC(=C)C(=O)CC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C	Signal transducer and activator of transcription 3	270	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4cccc(OC)c4)sc3c2)c(OC)c1C	Signal transducer and activator of transcription 3	270	"3CWG,6NJS,6NUQ,6TLC"
FC(F)(F)COc1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(Cl)cc2)cc1	Signal transducer and activator of transcription 3	271	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)[C@@H](C)OCc1ccccc1	Signal transducer and activator of transcription 3	272	"3CWG,6NJS,6NUQ,6TLC"
CS(=O)(=O)c1ccc(CN2CCN(CC2)C(=O)c2ccc(nc2)-c2nc(no2)-c2ccc(cc2)C(F)(F)F)cc1	Signal transducer and activator of transcription 3	273	"3CWG,6NJS,6NUQ,6TLC"
c1cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1ccc(cc3ccc(n3)c2-c2ccccc2)[nH]1	Signal transducer and activator of transcription 3	280	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](C(C)C)C(N)=O	Signal transducer and activator of transcription 3	290	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(N)=O)COC(C)=O	Signal transducer and activator of transcription 3	290	"3CWG,6NJS,6NUQ,6TLC"
