Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
CCN1C(=S)S\C(=C/c2ccc(o2)-c2ccc(cc2)C(O)=O)C1=O	Signal transducer and activator of transcription 3	18000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\c2cc([nH]n2)-c2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	18200	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1cccc(Cl)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	18200	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	18200	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2cn[nH]c2c1	Signal transducer and activator of transcription 3	18200	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1cccc(CN(CC(=O)N(Cc2ccc(cc2)C2CCCCC2)c2ccc(C(O)=O)c(O)c2)S(=O)(=O)c2ccc(C)cc2)c1	Signal transducer and activator of transcription 3	18400	"3CWG,6NJS,6NUQ,6TLC"
CC1(C)Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	18600	"3CWG,6NJS,6NUQ,6TLC"
CC1(C)Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	18600	"3CWG,6NJS,6NUQ,6TLC"
CC1(C)Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	18600	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Br)cc1	Signal transducer and activator of transcription 3	18600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	18600	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Cc1cccc(c1)N(Cc1ccc(cc1)C1CCCCC1)C(=O)c1ccc(Oc2ccccc2)cc1	Signal transducer and activator of transcription 3	18900	"3CWG,6NJS,6NUQ,6TLC"
CCc1ccc(Nc2nc3cc(N)ccc3o2)cc1	Signal transducer and activator of transcription 3	18900	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(cc2)-c2ccccc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	19000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc2c(C)nc(Nc3nc(=O)cc(C)[nH]3)nc2c1	Signal transducer and activator of transcription 3	19100	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@](C)(CCC(=O)C(C)=C)[C@H]3CC[C@]4(C)[C@@H]3[C@H](O)C[C@@H]3[C@@]5(C)C[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]43C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	Signal transducer and activator of transcription 3	19200	"3CWG,6NJS,6NUQ,6TLC"
CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23)C(N)=O	Signal transducer and activator of transcription 3	19200	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	19250	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	19250	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)\C=C\c2cc(F)c(O)c(OC)c2)cc(F)c1O	Signal transducer and activator of transcription 3	19400	"3CWG,6NJS,6NUQ,6TLC"
CO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H]3[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C3C(=O)OC)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	19400	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1Cc1ccccc1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	19500	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](O)[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	19600	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1cccc(c1)C#N)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	19800	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CC[C@H](O)C[C@@H](O)\C=C\c2ccc(OC)c(OC)c2)cc1OC	Signal transducer and activator of transcription 3	19900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CCN)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)CSc1cc(NS(=O)(=O)c2ccc(cc2)C(O)=O)c2ccccc2c1O	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)Cc1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(cc2)-c2ccc(Cl)cc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CCN)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1N(C)C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CN([C@@H](CCO)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)CSc1cc(NS(=O)(=O)c2ccc(cc2)C(O)=O)c2ccccc2c1O	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1)N1C(=O)\C(=C\c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CCCN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	20600	"3CWG,6NJS,6NUQ,6TLC"
CCOc1ccc2c(C)nc(NC3=NC(C)=CC(C)(C)N3)nc2c1	Signal transducer and activator of transcription 3	20700	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(N)cc1	Signal transducer and activator of transcription 3	20800	"3CWG,6NJS,6NUQ,6TLC"
Clc1cccc(c1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1ccccc1	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
Clc1cccc(c1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
Clc1cccc(c1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1ccccc1	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
C1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
Clc1cccc(c1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1ccccc1	Signal transducer and activator of transcription 3	21200	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1)N1C(=O)\C(=C\c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1	Signal transducer and activator of transcription 3	21300	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCCc12	Signal transducer and activator of transcription 3	21340	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCCc12	Signal transducer and activator of transcription 3	21340	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N\O)c1ccc(NC(=O)CSc2nnc(-c3cc(nc4ccccc34)-c3ccc(Cl)cc3)n2CC=C)cc1	Signal transducer and activator of transcription 3	21400	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)CC(=O)CC(O)c2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	21500	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	21600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	21600	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccc2ccccc2c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	21800	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H]3[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C3C(=O)OC)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	21900	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1ccc(F)c(c1)C#N	Signal transducer and activator of transcription 3	21900	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccc(cc1)C(F)(F)F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	22000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CN(C(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(cc2)-c2ccccc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	22000	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(cc2)-c2ccccc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	22000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cc(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	22200	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1ccccc1)C(=O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	22200	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)\C=C\c2cc(CC=C(C)C)c(O)c(OC)c2)cc(CC=C(C)C)c1O	Signal transducer and activator of transcription 3	22400	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCCc34)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	22400	"3CWG,6NJS,6NUQ,6TLC"
CN(C1(CC1)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(c(O)c1)C(C)(C)O)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	22400	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccc1C#N	Signal transducer and activator of transcription 3	22600	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1Cl)C1=Nn2c(SC1Cc1ccccc1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	22600	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3nn(C(C)=O)c4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	22700	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1c(F)c(F)cc(F)c1F	Signal transducer and activator of transcription 3	22800	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@@H](O)C[C@H]12	Signal transducer and activator of transcription 3	22900	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(cc2)-c2ccc(F)cc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	23000	"3CWG,6NJS,6NUQ,6TLC"
CN([C@H](CO)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)C(=O)NO)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	23100	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	23300	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nc(N2CCOCC2)c2nc[nH]c2n1)C1CCCCC1	Signal transducer and activator of transcription 3	23980	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccc1N	Signal transducer and activator of transcription 3	24000	"3CWG,6NJS,6NUQ,6TLC"
CCC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(OC)cc1	Signal transducer and activator of transcription 3	24000	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccc(OC(F)(F)F)cc1	Signal transducer and activator of transcription 3	24200	"3CWG,6NJS,6NUQ,6TLC"
NS(=O)(=O)c1ccc(NCc2cc(Cl)ccc2OCc2ccccc2)cc1	Signal transducer and activator of transcription 3	24320	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(cc1)C(F)(F)F	Signal transducer and activator of transcription 3	24400	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1cccc2cccnc12	Signal transducer and activator of transcription 3	24600	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(=O)nc(Nc2nc(C)c3cc(C)c(C)cc3n2)[nH]1	Signal transducer and activator of transcription 3	24700	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](O)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]1CC[C@H]2CC[C@H](NC(=O)[C@H](Cc3ccc(OP(O)(O)=O)cc3)NC(C)=O)C(=O)N12)C(N)=O	Signal transducer and activator of transcription 3	24700	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O	Signal transducer and activator of transcription 3	24800	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	24800	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCNC(=O)c1nc(sc1Cc1ccc(OP(O)(O)=O)cc1)-c1cccc2ccccc12	Signal transducer and activator of transcription 3	25000	"6TLC,6NUQ,6NJS,3CWG"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(I)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)c1ccc(cc1)C#N	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)Cc5cnoc5C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC(C=O)=C(O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC(C#N)=C(O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=CC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(Br)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C#Cc5ccccc5)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CCOC(=O)\C=C\C1=C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)OC)C(C)(C)C1=O	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(OC(C)=O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)c1ccc(OC)cc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)C1=C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)OC)C(C)(C)C1=O	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23)C(N)=O	Signal transducer and activator of transcription 3	25060	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1OC)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	25100	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)Cn1nc(c2CCCc12)-c1nnc2SC(C)C(=Nn12)c1ccc(OC)cc1	Signal transducer and activator of transcription 3	25300	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	25600	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(CNc2nn[nH]n2)cc(Cl)c1OCc1ccc(cc1)[N+]([O-])=O	Signal transducer and activator of transcription 3	25700	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C(O)=O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	25740	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCN(Cc3ccccc3)Cc12	Signal transducer and activator of transcription 3	26200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(nnc2S(=O)C1C)-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	26200	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SC(C(=Nn12)c1ccccc1)c1ccccc1	Signal transducer and activator of transcription 3	26500	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(NCc2cc(Cl)ccc2OCc2ccc(Cl)cc2)cc1	Signal transducer and activator of transcription 3	26680	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	26800	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	26800	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	26800	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	26800	"3CWG,6NJS,6NUQ,6TLC"
C1Sc2nnc(-c3cc([nH]n3)-c3ccccc3)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	27000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CN(Cc3ccccc3)Cc12	Signal transducer and activator of transcription 3	27000	"3CWG,6NJS,6NUQ,6TLC"
C1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	27000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	27100	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C1Sc2nnc(-c3cc(-c4ccccc4)n(C)n3)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	27300	"3CWG,6NJS,6NUQ,6TLC"
CC(C)(C)OC(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	27400	"3CWG,6NJS,6NUQ,6TLC"
CN([C@H](CN)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	27400	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1ccccc1	Signal transducer and activator of transcription 3	27560	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1ccccc1	Signal transducer and activator of transcription 3	27560	"3CWG,6NJS,6NUQ,6TLC"
CO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	27600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1ccccc1	Signal transducer and activator of transcription 3	27600	"3CWG,6NJS,6NUQ,6TLC"
