Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain 1
CS(=O)(=O)C1(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	60.1	US Patent	5YZ0
CS(=O)(=O)C1(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	60.1	US Patent	5YZ0
COC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	61.3	US Patent	5YZ0
COC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	61.3	US Patent	5YZ0
C1CN(CCO1)c1cc(C2=CCOCC2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	61.7	US Patent	5YZ0
C1CN(CCO1)c1cc(C2=CCOCC2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	61.7	US Patent	5YZ0
C[C@@H]1COCCN1c1nc(nc2c1OC1CC2(C1)S(C)(=O)=O)-c1c(N)ncc2[nH]ccc12	ATR Interacting Protein	62	ChEMBL	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(CC(C)(C)O)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	62.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(CC(C)(C)O)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	62.6	US Patent	5YZ0
COCCS(C)(=O)=Nc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	62.7	US Patent	5YZ0
COCCS(C)(=O)=Nc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	62.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cnc(N)nc1	ATR Interacting Protein	63	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cnc(N)nc1	ATR Interacting Protein	63	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cnc(N)nc1	ATR Interacting Protein	63	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccnc2N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	63.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccnc2N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	63.3	US Patent	5YZ0
COc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	63.5	US Patent	5YZ0
COc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	63.5	US Patent	5YZ0
CN=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	64.3	US Patent	5YZ0
CN=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	64.3	US Patent	5YZ0
C1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	65.1	US Patent	5YZ0
CN(C1CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	65.1	US Patent	5YZ0
C1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	65.1	US Patent	5YZ0
CN(C1CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	65.1	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3=CC4CCC(C3)N4S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	66	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3=CC4CCC(C3)N4S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	66	US Patent	5YZ0
Nc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	66.2	US Patent	5YZ0
Nc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	66.2	US Patent	5YZ0
COc1cccc(c1F)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	66.5	US Patent	5YZ0
COc1cccc(c1F)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	66.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(nc2[nH]ccc12)C#N	ATR Interacting Protein	67	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(nc2[nH]ccc12)C#N	ATR Interacting Protein	67	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(nc2[nH]ccc12)C#N	ATR Interacting Protein	67	US Patent	5YZ0
CSCc1cc(nc2c(nccc12)-c1ccnn1COCC[Si](C)(C)C)N1CCOC[C@H]1C	ATR Interacting Protein	67.4	US Patent	5YZ0
CSCc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	67.4	US Patent	5YZ0
Fc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	67.9	US Patent	5YZ0
Fc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	67.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(n2)C2CCOCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	68	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(n2)C2CCOCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	68	US Patent	5YZ0
COc1ccc(c(OC)c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	68.1	US Patent	5YZ0
COc1ccc(c(OC)c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	68.1	US Patent	5YZ0
Cc1cc(ncc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1)S(C)(=O)=O	ATR Interacting Protein	68.6	US Patent	5YZ0
Cc1cc(ncc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1)S(C)(=O)=O	ATR Interacting Protein	68.6	US Patent	5YZ0
CS(=O)(=O)c1ccccc1-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	69.2	US Patent	5YZ0
CS(=O)(=O)c1ccccc1-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	69.2	US Patent	5YZ0
Cc1noc(C)c1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	69.8	US Patent	5YZ0
NC(=O)C1CCCN1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	69.8	US Patent	5YZ0
Cc1noc(C)c1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	69.8	US Patent	5YZ0
NC(=O)C1CCCN1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	69.8	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@](C)(=O)C1CC1	ATR Interacting Protein	71	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@](C)(=O)C1CC1	ATR Interacting Protein	71	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@@](C)(=O)C1CC1	ATR Interacting Protein	71	US Patent	5YZ0
CCS(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	71.4	US Patent	5YZ0
CCS(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	71.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	72	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	72	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(nc(n1)-c1cc(Cl)nc2[nH]ccc12)[C@@H]1CCCS1(=O)=O	ATR Interacting Protein	72	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	72	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCS(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	72.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCS(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	72.4	US Patent	5YZ0
CC(C)S(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	72.6	US Patent	5YZ0
CC(C)S(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	72.6	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC[C@@H](C3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	73	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc(O)c1	ATR Interacting Protein	73	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC[C@@H](C3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	73	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc(O)c1	ATR Interacting Protein	73	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc(O)c1	ATR Interacting Protein	73	US Patent	5YZ0
Oc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	73.2	US Patent	5YZ0
Oc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	73.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)-c2ccccc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	74.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)-c2ccccc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	74.6	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(OC2CCC2)nc2[nH]ccc12	ATR Interacting Protein	75	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(OC2CCC2)nc2[nH]ccc12	ATR Interacting Protein	75	US Patent	5YZ0
C1CC1c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	75.1	US Patent	5YZ0
CC(C)S(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	75.1	US Patent	5YZ0
CCOP(=O)(CC(C)C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	75.1	US Patent	5YZ0
C1CC1c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	75.1	US Patent	5YZ0
CC(C)S(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	75.1	US Patent	5YZ0
CCOP(=O)(CC(C)C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	75.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C#N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	75.5	US Patent	5YZ0
COc1cnccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	75.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C#N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	75.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc2c3ccncc3oc3cnc(-c4ccn[nH]4)c(n1)c23	ATR Interacting Protein	75.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)c2ccccc2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	76.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)c2ccccc2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	76.5	US Patent	5YZ0
NC(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	76.8	US Patent	5YZ0
NC(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	76.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]ncc12	ATR Interacting Protein	77	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]ncc12	ATR Interacting Protein	77	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]ncc12	ATR Interacting Protein	77	US Patent	5YZ0
CN(C)C(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	77.7	US Patent	5YZ0
CN(C)C(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	77.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccc(Br)cc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	78.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccc(Br)cc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	78.2	US Patent	5YZ0
CS(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	78.3	US Patent	5YZ0
CS(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	78.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	78.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	78.9	US Patent	5YZ0
Cc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.1	US Patent	5YZ0
Cc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.1	US Patent	5YZ0
Clc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.5	US Patent	5YZ0
Clc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.5	US Patent	5YZ0
CN1CCC(=CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.9	US Patent	5YZ0
CN1CCC(=CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	79.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccnn2CC(F)(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	80.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccnn2CC(F)(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	80.1	US Patent	5YZ0
CSc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	80.7	US Patent	5YZ0
CSc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	80.7	US Patent	5YZ0
CS(=O)(=O)Nc1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	80.9	US Patent	5YZ0
CS(=O)(=O)Nc1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	80.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]cnc12	ATR Interacting Protein	81	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]cnc12	ATR Interacting Protein	81	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]cnc12	ATR Interacting Protein	81	US Patent	5YZ0
COc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	82.3	US Patent	5YZ0
COc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	82.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OC(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	82.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OC(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	82.8	US Patent	5YZ0
O=C(NC1CC1)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	83.7	US Patent	5YZ0
O=C(NC1CC1)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	83.7	US Patent	5YZ0
CC(C)CN(C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	83.9	US Patent	5YZ0
CC(C)CN(C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	83.9	US Patent	5YZ0
O=S1(=O)CCCN1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	84.4	US Patent	5YZ0
O=S1(=O)CCCN1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	84.4	US Patent	5YZ0
CS(=O)(=O)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	84.7	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cnc3ccccc3c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	84.7	US Patent	5YZ0
CS(=O)(=O)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	84.7	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cnc3ccccc3c2)c2cccc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	84.7	US Patent	5YZ0
Clc1sccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	85.1	US Patent	5YZ0
Clc1sccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	85.1	US Patent	5YZ0
Fc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	85.5	US Patent	5YZ0
Fc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	85.5	US Patent	5YZ0
COC(=O)[C@H]1CCCN(C1)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	86	US Patent	5YZ0
COC(=O)[C@H]1CCCN(C1)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	86	US Patent	5YZ0
FC(F)(F)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	86.1	US Patent	5YZ0
FC(F)(F)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	86.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(c2)S(C)(=N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	86.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(c2)S(C)(=N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	86.6	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	86.8	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	86.8	US Patent	5YZ0
CCS(=O)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	86.9	US Patent	5YZ0
CCS(=O)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	86.9	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC[C@H](C3)C(C)(C)O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	87	US Patent	5YZ0
CC(C)Oc1cc(N2Cc3c(C[C@H]2C)ncnc3C2CCN(CC2)S(C)(=O)=O)c2cc[nH]c2n1	ATR Interacting Protein	87	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC[C@H](C3)C(C)(C)O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	87	US Patent	5YZ0
CC(C)Oc1cc(N2Cc3c(C[C@H]2C)ncnc3C2CCN(CC2)S(C)(=O)=O)c2cc[nH]c2n1	ATR Interacting Protein	87	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCNCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	87.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCNCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	87.2	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccnc3[nH]ccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	87.5	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccnc3[nH]ccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	87.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(cc12)C#N	ATR Interacting Protein	88	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(cc12)C#N	ATR Interacting Protein	88	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(cc12)C#N	ATR Interacting Protein	88	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccc3ncccc3c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	89.2	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccc3ncccc3c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	89.2	US Patent	5YZ0
COc1ccc(F)cc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	89.6	US Patent	5YZ0
COc1ccc(F)cc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	89.6	US Patent	5YZ0
Cn1nc(C2CCOCC2)c2c1cnc1ccc(cc21)-c1cncc(c1)C(F)F	ATR Interacting Protein	90	ChEMBL	5YZ0
CC1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	90.8	US Patent	5YZ0
CC1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	90.8	US Patent	5YZ0
O=C(NC1CC1)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	91.3	US Patent	5YZ0
O=C(NC1CC1)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	91.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCN(C)C(=O)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	91.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCN(C)C(=O)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	91.8	US Patent	5YZ0
Fc1ncc(Cl)cc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	92.7	US Patent	5YZ0
Fc1ncc(Cl)cc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	92.7	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(OC2CC2)nc2[nH]ccc12	ATR Interacting Protein	93	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(OC2CC2)nc2[nH]ccc12	ATR Interacting Protein	93	US Patent	5YZ0
Fc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	93.8	US Patent	5YZ0
Fc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	93.8	US Patent	5YZ0
C1CN(c2ccccc2C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	94.1	US Patent	5YZ0
C1CN(c2ccccc2C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	94.1	US Patent	5YZ0
C[C@H]1C[C@@H]1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	94.7	US Patent	5YZ0
C[C@H]1C[C@@H]1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	94.7	US Patent	5YZ0
CS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	95.2	US Patent	5YZ0
CS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	95.2	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc3cnccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	95.5	US Patent	5YZ0
