Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain	UniProt (TrEMBL) Primary ID of Target Chain	UniProt (TrEMBL) Secondary ID(s) of Target Chain	UniProt (TrEMBL) Alternative ID(s) of Target Chain
COc1cc(OCc2ccnc(Nc3cc[nH]n3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	48	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(Nc3cn(C)nn3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	48	ChEMBL	4EXP			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(nc2)C2CCN(C)CC2)ncc1F	Colony Stimulating?Factor?1	48	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(cc1C#Cc1cc(cnc1N)-c1cnn(C)c1)C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F	Colony Stimulating?Factor?1	48	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(cc1C#Cc1cc(cnc1N)-c1cnn(C)c1)C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F	Colony Stimulating?Factor?1	48	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Cc1cnc[nH]1)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	49	ChEMBL	4EXP			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(COC[C@@H](O)CO)ccn2)cc1	Colony Stimulating?Factor?1	49	ChEMBL	4EXP			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(N3CCN(C)CC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	49	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2cc(F)c(cc2F)N2CCNCC2)ncc1F	Colony Stimulating?Factor?1	49	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCn1cc(cn1)-c1ccc2n(cnc2c1)-c1cc(OC)c(C(N)=O)c(OC)c1	Colony Stimulating?Factor?1	49	ChEMBL	"4LIQ,6T2W,4DKD"			
CCN(C)CCCc1ccc(NC(=O)c2ccc(o2)C#N)c(c1)N1CCC(C)CC1	Colony Stimulating?Factor?1	50	US Patent	4EXP			
Cc1ccc2c(Nc3ccc(F)c(Cl)c3)nccc2c1NC(=O)c1csc2c(N)ncnc12	Colony Stimulating?Factor?1	50	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(Nc2c(cnc3cc(ccc23)-c2ccncc2)C(N)=O)ccc1F	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NC(=O)c1cnc2cc(ccc2c1Nc1ccccc1)-c1ccc(cc1)C#N	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CS(=O)(=O)Cc1ccc(cc1)-c1ccc2c(Nc3ccccc3)c(cnc2c1)C(N)=O	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(cc1)-c1ccc2c(Nc3ccccc3)c(cnc2c1)C(N)=O	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(cc34)C#N)cn2)c1	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NC(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	50	ChEMBL	4EXP			
COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc2c(Nc3ccc(F)c(Cl)c3)nccc2c1NC(=O)c1csc2c(N)ncnc12	Colony Stimulating?Factor?1	50	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCC(CC1)Nc1ccc(cc1)C(=O)Nc1cc(n[nH]1)-c1cc(cs1)C#N	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1nccc(COc2ccc3nc(N[C@H]4CCCC[C@@H]4O)sc3c2)c1Cl	Colony Stimulating?Factor?1	50	ChEMBL	4EXP			
COc1ccc(cn1)C1CCc2cc(Cc3cnn4cc(ccc34)N3CCOCC3)cc(OC)c2O1	Colony Stimulating?Factor?1	50	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccc(cc4)C#N)cc3)ncnc2c1	Colony Stimulating?Factor?1	50	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1	Colony Stimulating?Factor?1	50.4	ChEMBL	4EXP			
CCN(C)CCCc1ccc(NC(=O)c2ccc(o2)C#N)c(c1)N1CCCCC1	Colony Stimulating?Factor?1	52	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2ncc(C(N)=O)c(Nc3ccccc3C)c2cc1OC	Colony Stimulating?Factor?1	52	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)cc3Cl)c2cc1OC	Colony Stimulating?Factor?1	52	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1cc(COc2ccc3nc(NC4CCCCC4)sc3c2)ccn1	Colony Stimulating?Factor?1	52	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1	Colony Stimulating?Factor?1	53	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)(C)c1cc(NC(=O)Nc2ccc(NC(=O)c3cc4ccccc4cn3)cc2)no1	Colony Stimulating?Factor?1	53	ChEMBL	4EXP			
CN1CCC(CC1)Nc1ccc(cc1)C(=O)Nc1cc(n[nH]1)-c1cc(cs1)C#N	Colony Stimulating?Factor?1	53	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(OCCN3CCN(C)CC3)ccn2)cc1	Colony Stimulating?Factor?1	53	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cnc2n(Cc3cc(OC)c4O[C@H](COc4c3)c3ccc(OC)nc3)cnc2c1	Colony Stimulating?Factor?1	53	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cccnc23)cc2OC[C@H](Oc12)c1ccc(nc1)C(C)(F)F	Colony Stimulating?Factor?1	53	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3cc(NC(=O)Nc4cc(on4)C(F)(F)F)ccc23)c1C	Colony Stimulating?Factor?1	53	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(CC1CCCN(C)C1)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	53	ChEMBL	"4LIQ,6T2W,4DKD"			
COc1ccc(cc1F)-c1cc2c(ncnc2[nH]1)N(C)Cc1cccc(C)c1	Colony Stimulating?Factor?1	53	ChEMBL	"4LIQ,6T2W,4DKD"			
CN1CCN(CC1)c1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1F)C(N)=O	Colony Stimulating?Factor?1	54	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NS(=O)(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	54	ChEMBL	4EXP			
CN1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)C#N)c(c1)C1=C(C)CCCC1	Colony Stimulating?Factor?1	54	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(OCCN3CCNC(=O)C3)ccn2)cc1	Colony Stimulating?Factor?1	54	ChEMBL	4EXP			
CCc1nn(Cc2cccc(C)n2)c2cccc(NC(=O)c3cnc4cc(ccn34)-c3ccc(C)nc3)c12	Colony Stimulating?Factor?1	54.6	US Patent	"4LIQ,6T2W,4DKD"			
C[C@@H](N(C)c1ncnc2[nH]c(cc12)-c1ccc(CO)cc1)c1ccc(cc1)C(C)(C)C	Colony Stimulating?Factor?1	55	ChEMBL	"4LIQ,6T2W,4DKD"			
CN(Cc1cccc(C)c1)c1ncnc2[nH]c(cc12)-c1ccc(cc1)C(F)F	Colony Stimulating?Factor?1	55	ChEMBL	"4LIQ,6T2W,4DKD"			
COc1cc(ccc1OCc1ccc(nc1)C(F)(F)F)C(C)n1cnc2cc(cnc12)-c1cnn(C)c1	Colony Stimulating?Factor?1	56	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(COc3nc(cnc3N)-c3cnn(C)c3)cc2OC)cc1	Colony Stimulating?Factor?1	56	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)(CN1CCOCC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	56	ChEMBL	4EXP			
CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(cc(C(N)=O)c3=O)C2CCCC2)cc1	Colony Stimulating?Factor?1	56	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC1)c1ccc(Nc2cc3n(cc(C(N)=O)c(=O)c3cn2)-c2ccc3CCCc3c2)cc1	Colony Stimulating?Factor?1	56	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(nc1)C(F)(F)F)C(C)n1cnc2cc(cnc12)-c1cnn(C)c1	Colony Stimulating?Factor?1	56	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C(F)(F)F)[C@@H](C)n1c(N)nc2cc(cnc12)-c1cnn(C)c1	Colony Stimulating?Factor?1	56	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(nc1)C(F)(F)F)C(C)n1cnc2cc(cnc12)-c1cnn(C)c1	Colony Stimulating?Factor?1	56	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc2c(Nc3cccc(Cl)c3)nccc2c1NC(=O)c1csc2c(N)ncnc12	Colony Stimulating?Factor?1	57	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(nc1OCc1c(Cl)cccc1Cl)-c1ccc(cc1)C(=O)N1CCC[C@H]1CN1CCCC1	Colony Stimulating?Factor?1	57	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc2c(Nc3cccc(Cl)c3)nccc2c1NC(=O)c1csc2c(N)ncnc12	Colony Stimulating?Factor?1	57	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(OCCN2CCN(C)CC2)ccn1	Colony Stimulating?Factor?1	57	ChEMBL	4EXP			
COCCOc1ccn2c(cnc2c1)C(=O)Nc1cccc2n(Cc3ccccc3)nc(C3CC3)c12	Colony Stimulating?Factor?1	57.9	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(cn1)C(C)Oc1ccc(Cn2cnc3cc(cnc23)-c2cnn(C)c2)cc1OC	Colony Stimulating?Factor?1	58	US Patent	"4LIQ,6T2W,4DKD"			
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	Colony Stimulating?Factor?1	58	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C(C)Oc1ccc(Cn2cnc3cc(cnc23)-c2cnn(C)c2)cc1OC	Colony Stimulating?Factor?1	58	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(nc1)C(F)(F)F)C(C)n1cnc2cc(cnc12)-c1cnn(C)c1	Colony Stimulating?Factor?1	58	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CNC(=O)c1cc(Oc2ccc3nc(N[C@H]4CCCC[C@@H]4O)sc3c2)ccn1	Colony Stimulating?Factor?1	58	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(cn1)C1CCc2cc(Cn3cnc4cc(cnc34)N3CCOCC3)cc(OC)c2O1	Colony Stimulating?Factor?1	58	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCN1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(N3CCNCC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	58	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C(C)Oc1ccc(Cn2cnc3cc(cnc23)-c2cnn(C)c2)cc1OC	Colony Stimulating?Factor?1	58	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Nc1ccc2c(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2c1	Colony Stimulating?Factor?1	58	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(Oc1ccc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)cc1OC)c1ccc(OC)nc1	Colony Stimulating?Factor?1	59	US Patent	"4LIQ,6T2W,4DKD"			
CN1CCN(CC1)c1ccc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2c1	Colony Stimulating?Factor?1	59	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1ncc([nH]1)C#N)S(C)(=O)=O	Colony Stimulating?Factor?1	59	ChEMBL	4EXP			
CCC(Oc1ccc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)cc1OC)c1ccc(OC)nc1	Colony Stimulating?Factor?1	59	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCC(Oc1ccc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)cc1OC)c1ccc(OC)nc1	Colony Stimulating?Factor?1	59	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)(N)C#Cc1cnc2n(Cc3ccc4OC(COc4c3)c3ccc(Cl)cc3Cl)cnc2c1	Colony Stimulating?Factor?1	59	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(OCCN(C)C)cnc34)cc(OC)c2O1	Colony Stimulating?Factor?1	59	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCC(Oc1ccc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)cc1OC)c1ccc(OC)nc1	Colony Stimulating?Factor?1	59	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
OCC(CO)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1 |t:23|	Colony Stimulating?Factor?1	60	US Patent	4EXP			
Cc1[nH]c(nc1C#N)C(=O)Nc1ccc(CCN2CCOCC2)cc1C1=CCCCC1 |t:28|	Colony Stimulating?Factor?1	60	US Patent	4EXP			
Clc1nc([nH]c1Cl)C(=O)Nc1ccc(CCN2CCOCC2)cc1C1=CCCCC1 |t:27|	Colony Stimulating?Factor?1	60	US Patent	4EXP			
O=C(Nc1ccc(CCN2CCOCC2)cc1C1=CCCCC1)c1nc2ccccc2[nH]1 |t:19|	Colony Stimulating?Factor?1	60	US Patent	4EXP			
CCOC(=O)Cc1ccc(NC(=O)c2cc(c[nH]2)C#N)c(n1)C1=CCC(C)(C)CC1 |t:24|	Colony Stimulating?Factor?1	60	US Patent	4EXP			
CN1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)C#N)c(c1)N1CCCCC1=O	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(CCS(=O)(=O)N2CCOCC2)ccc1NC(=O)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	60	ChEMBL	4EXP			
CC(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCS(=O)(=O)CC1	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1C1=CCS(=O)(=O)CC1)C1CCNCC1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)C#N)c(c1)C1=CCOCC1	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1C1=CCCCC1)-c1ccccc1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	Colony Stimulating?Factor?1	60	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(N)n2)c(Cl)c2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	60	ChEMBL	4EXP			
COc1ccc(cn1)C1COc2cc(Cc3cnn4cc(Br)cnc34)cc(F)c2O1	Colony Stimulating?Factor?1	61	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	61	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(CN(C)c2ncnc3[nH]c(nc23)-c2ccc(CO)cc2)cc1	Colony Stimulating?Factor?1	61	ChEMBL	"4LIQ,6T2W,4DKD"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(cc1F)C1CC1	Colony Stimulating?Factor?1	61	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cnc2[nH]cc(Cc3ccc(NCc4ccc(cc4)C(F)(F)F)nc3)c2c1	Colony Stimulating?Factor?1	62	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2ccccn2)cc1	Colony Stimulating?Factor?1	62	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1CCc2cc(Cn3cnc4cc(cnc34)C#CC(C)(C)N)cc(OC)c2O1	Colony Stimulating?Factor?1	62	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(Nc2c(cnc3cc(ccc23)-c2ccc(cc2)S(C)(=O)=O)C(N)=O)cc1F	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CS(=O)(=O)Nc1ccc(cc1)-c1ccc2c(Nc3ccccc3)c(cnc2c1)C(N)=O	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(Nc2c(cnc3cc(ccc23)-c2ccncc2)C(N)=O)cc1	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc(Nc2c(cnc3cc(ccc23)-c2ccncc2)C(N)=O)cc1	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Fc1ccc(NC(=O)c2ccc(o2)C#N)c(c1)N1CCCCC1	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(N)n2)c(Cl)c2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cnc2n(Cc3cc(OC)c4OC(COc4c3)c3ccc(C)nc3)cnc2c1	Colony Stimulating?Factor?1	63	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COCc1ccc(cn1)C1COc2cc(Cn3cnc4cc(OC)cnc34)cc(OC)c2O1	Colony Stimulating?Factor?1	63	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccccc1)Nc1ccc(Oc2ncnc3cc(ccc23)N2CCCC2)cc1	Colony Stimulating?Factor?1	63	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(C2CC2)c(F)c1	Colony Stimulating?Factor?1	63	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccnc(c1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1	Colony Stimulating?Factor?1	63.9	ChEMBL	4EXP			
Cc1cnn(c1)-c1ccc(NC(=O)c2ccc(o2)C#N)c(c1)N1CCCCC1	Colony Stimulating?Factor?1	64	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(OCCCC(C)(C)C(O)=O)ccn1	Colony Stimulating?Factor?1	64	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(F)cnc34)cc(OC)c2O1	Colony Stimulating?Factor?1	64	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)C#CC(C)(C)N)cc2OCC(Oc12)c1csc(C)n1	Colony Stimulating?Factor?1	64	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)ncnc2c1	Colony Stimulating?Factor?1	64	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3)ncnc2c1	Colony Stimulating?Factor?1	64	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)(C)N1CCC(CC1)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1	Colony Stimulating?Factor?1	64.4	ChEMBL	4EXP			
COc1ccc(cn1)[C@@H]1Oc2c(OC)cc(Cn3cnc4cccnc34)cc2O[C@@H]1C	Colony Stimulating?Factor?1	66	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)-n2ccnc2C)cc2OCC(Oc12)c1ccc(C)nc1	Colony Stimulating?Factor?1	66	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(N3CCS(=O)(=O)CC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	66	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COC1CN(C1)c1cnc2n(Cc3cc(OC)c4OC(COc4c3)c3ccc(OC)nc3C)cnc2c1	Colony Stimulating?Factor?1	67	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2cc3CN(C)CCn3n2)ncc1F	Colony Stimulating?Factor?1	67	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(cc1)C(C)C	Colony Stimulating?Factor?1	67	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCN1CCC(Cc2ccc(nc2)C(=O)Nc2ccc(NC(=O)Nc3cc(on3)C(C)(C)C)cc2)CC1	Colony Stimulating?Factor?1	67.4	ChEMBL	4EXP			
CC(=O)NCCNC(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	68	ChEMBL	4EXP			
CCNC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(cc3)N3CCN(C)CC3)ncc2c1=O	Colony Stimulating?Factor?1	68	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(C(=O)N3CCOCC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	68	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1nc(ccc1Oc1ccnc(c1)-c1cnn(C)c1)-c1cnc(NC2CC2)n(C)c1=O	Colony Stimulating?Factor?1	68	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1)c1ncnc2[nH]ccc12	Colony Stimulating?Factor?1	68	ChEMBL	"4LIQ,6T2W,4DKD"			
C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3ccc(COC\C=C\COCc1c2)o3	Colony Stimulating?Factor?1	69	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(NC(=O)c3cccc(c3)-c3cnn(C)c3)c2)CC1	Colony Stimulating?Factor?1	69	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3ccc(OC\C=C\COCc1c2)o3	Colony Stimulating?Factor?1	69	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(Oc2nc(Nc3ccc(nc3)N3CCOCC3)ncc2NC(=O)c2cc(OC)cc(OC)c2)cc1	Colony Stimulating?Factor?1	69	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3ccc(COC\C=C\COCc1c2)o3	Colony Stimulating?Factor?1	69	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Fc1cc(Cc2cncc(c2)-c2cn[nH]c2)cc2OCC(Oc12)c1ccc(cc1)C(F)(F)F	Colony Stimulating?Factor?1	69	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(CO)cnc34)cc(OC)c2O1	Colony Stimulating?Factor?1	69	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)[C@@H]1COc2cc(Cn3cnc4cc(cnc34)C(F)F)cc(OC)c2O1	Colony Stimulating?Factor?1	69	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(N3CCC(O)CC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	69	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCn1cc(cn1)-c1ccc2n(cnc2c1)-c1cc(OC)c(C(=O)OC)c(OC)c1	Colony Stimulating?Factor?1	69	ChEMBL	"4LIQ,6T2W,4DKD"			
COc1cnc2n(Cc3cc(OC)c4OC(COc4c3)c3ccc(OC)nc3C)cnc2c1	Colony Stimulating?Factor?1	70	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
